0,351209
0,961134
0,759748
0,031276
0,812965
0,529171
0,690775
0,350186
0,222253
0,446098
0,614036
0,379078
0,199289
0,825195
0,647778
0,906888
0,754834
0,191932
0,450558
0,773861
0,399133
0,090150
0,727071
0,705262
0,281976
0,524944
0,217640
0,232260
0,276004
0,747489
0,995151
0,627213
0,708623
0,754899
0,658489
0,521588
0,284070
0,349264
0,871774
0,506324
0,795362
0,485810
0,885402
0,994651
0,311005
0,533180
0,901539
0,065839
0,725112
0,352097
0,839700
0,124246
0,442247
0,566772
0,829508
0,724223
0,091716
0,047148
0,956483
0,367720
0,794637
0,951635
0,994934
0,503259
0,706534
0,653423
0,024847
0,990604
0,002687
0,896621
0,496928
0,798050
0,382431
0,382330
0,792701
0,693436
0,915510
0,694240
0,759275
0,640622
0,046337
0,598975
0,764868
0,488584
0,165747
0,594376
0,212807
0,257463
0,641524
0,169290
0,625184
0,436160
0,120925
0,620117
0,939420
0,827459
0,273540
0,964267
0,818063
0,276228
0,860888
0,314990
0,074277
0,243319
0,697321
0,866978
0,936755
0,612831
0,561217
0,696030
0,253453
0,607554
0,295005
0,018321
0,096138
0,460752
0,612697
0,308945
0,718215
0,254221
0,478235
0,343398
0,690382
0,599160
0,963515
0,629801
0,426619
0,237056
0,594068
0,244682
0,513283
0,454956
0,559672
0,587560
0,698275
0,256993
0,454538
0,635030
0,869823
0,015755
0,331060
0,123276
0,623309
0,626065
0,141598
0,719447
0,086817
0,754295
0,028393
0,805031
0,008516
0,506628
0,148429
0,698898
0,105788
0,111945
0,328699
0,532407
0,349001
0,922767
0,777089
0,862284
0,377723
0,336761
0,449844
0,075998
0,593753
0,904382
0,711029
0,463577
0,920137
0,042089
0,586853
0,543447
0,668154
0,728451
0,262894
0,754971
0,482746
0,291287
0,560002
0,491262
0,797915
0,708431
0,190160
0,903703
0,820376
0,518858
0,436110
0,169377
0,441625
0,213199
0,031661
0,819348
0,549960
0,481505
0,895347
0,143714
0,385888
0,606376
0,607290
0,306025
0,648465
0,194144
0,849472
0,316619
0,922595
0,112366
0,071590
0,405341
0,403653
0,631592
0,896603
0,201567
0,340023
0,086762
0,105270
0,160400
0,605621
0,541381
0,329777
0,047246
0,754580
0,361438
0,866594
0,304540
0,842943
0,761941
0,448254
0,228831
0,368317
0,055544
0,534856
0,016782
0,249688
0,384327
0,333401
0,172283
0,496693
0,404991
0,577623
0,900346
0,036582
0,474226
0,101913
0,376606
0,560988
0,207184
0,537005
0,166609
0,748565
0,866782
0,213855
0,503145
0,228220
0,080449
0,807685
0,071163
0,842390
0,255939
0,299994
0,210707
0,311483
0,834849
0,227489
0,561171
0,219177
0,560890
0,733454
0,715870
0,965880
0,311077
0,616216
0,002463
0,785303
0,718129
0,379068
0,346291
0,925313
0,916074
0,512899
0,673878
0,782856
0,726754
0,177023
0,011076
0,807203
0,984708
0,082239
0,649593
0,240647
0,382233
0,860300
0,552130
0,217082
0,087788
0,113301
0,436259
0,648678
0,846755
0,152129
0,614558
0,157832
0,768345
0,617021
0,943134
0,486474
0,996089
0,289425
0,411787
0,912163
0,802325
0,085665
0,695019
0,529078
0,262688
0,706094
0,336281
0,247395
0,788333
0,985874
0,488042
0,170566
0,846174
0,040172
0,387649
0,933962
0,153473
0,823908
0,582640
0,000228
0,976037
0,197198
0,158060
0,744382
0,814219
0,101194
0,230856
0,810308
0,390619
0,642643
0,722471
0,192944
0,728308
0,417489
0,722022
0,990996
0,123584
0,058304
0,238392
0,911917
0,044178
0,726434
0,082484
0,890351
0,766606
0,470132
0,824313
0,920079
0,294040
0,406953
0,920307
0,270077
0,604152
0,078367
0,014459
0,418371
0,179561
0,245315
0,228679
0,570180
0,887958
0,951150
0,763124
0,616266
0,368639
0,485147
0,607262
0,492223
0,543450
0,845654
0,404140
0,587628
0,572088
0,486624
0,477979
0,338694
0,956756
0,302292
0,258773
0,250796
0,709246
0,179080
0,520873
0,313397
0,257446
0,535332
0,731768
0,437007
0,780647
0,960447
0,007188
0,668605
0,911596
0,770312
0,284871
0,280235
0,255459
0,892134
0,772458
0,798909
0,737788
0,176598
0,386537
0,309876
0,663221
0,864516
0,648569
0,619977
0,166809
0,907342
0,870773
0,876055
0,086421
0,391647
0,189452
0,343868
0,926979
0,921220
0,780875
0,707626
0,881667
0,788063
0,376230
0,793263
0,558375
0,661102
0,073498
0,813834
0,553235
0,845956
0,612744
0,291023
0,022554
0,999281
0,600899
0,685775
0,863797
0,249468
0,305752
0,030606
0,156810
0,176526
0,906660
0,243231
0,568172
0,096112
0,587099
0,495151
0,017332
0,367974
0,202776
0,898999
0,156037
0,579007
0,692262
0,714413
0,240108
0,765760
0,528247
0,793344
0,611716
0,140991
0,084367
0,634269
0,140272
0,685266
0,320044
0,004069
0,934734
0,625797
0,034675
0,091544
0,802322
0,941335
0,334775
0,370494
0,037447
0,921874
0,865645
0,054780
0,289849
0,068421
0,953779
0,445886
0,647428
0,646041
0,160299
0,887536
0,411801
0,688546
0,680880
0,023517
0,829536
0,765247
0,657786
0,969808
0,450513
0,977831
0,973877
0,385247
0,603627
0,008551
0,476791
0,405949
0,949886
0,811566
0,776443
0,987333
0,733441
0,642088
0,042113
0,023289
0,710509
0,995892
0,469175
0,357937
0,641933
0,629474
0,245473
0,053734
0,318020
0,926353
0,077250
0,147556
0,691600
0,735036
0,117364
0,142113
0,712867
0,091241
0,527360
0,316494
0,099792
0,004151
0,722443
0,049678
0,815717
0,498887
0,037011
0,549158
0,140975
0,079125
0,572447
0,851484
0,075017
0,041622
0,209421
0,716949
0,671096
0,454894
0,770683
0,989116
0,381247
0,847933
0,136672
0,072846
0,582970
0,254036
0,214959
0,295837
0,345276
0,742319
0,612331
0,445068
0,746469
0,334774
0,494746
0,562186
0,833661
0,531757
0,111344
0,974635
0,610882
0,683791
0,826119
0,685898
0,725413
0,035540
0,402848
0,396509
0,490434
0,173530
0,385625
0,871680
0,021464
0,522296
0,944527
0,604433
0,776332
0,159486
0,900270
0,121608
0,901804
0,512601
0,566676
0,648274
0,847375
0,061422
0,210460
0,681035
0,593179
0,321804
0,655670
0,204061
0,005595
0,481790
0,889959
0,731008
0,517330
0,292807
0,127518
0,007764
0,466337
0,513142
0,879444
0,487801
0,035438
0,823971
0,092234
0,811770
0,983457
0,992504
0,933378
0,885261
0,505105
0,500054
0,533535
0,352480
0,561475
0,743995
0,033515
0,154654
0,065799
0,689185
